Data;Hora Chegada;Chamada; Hora Chamada;Guiche;Tempo Espera
2016/03/07;16:28:46;A130;16:29:03;4;0
2016/03/07;16:31:22;A131;16:31:40;4;0
2016/03/07;16:31:25;A132;16:38:22;5;6
2016/03/07;16:32:22;A133;16:38:30;4;6
2016/03/07;16:38:14;A134;16:38:36;4;0
2016/03/07;16:38:24;A135;16:38:42;4;0
2016/03/07;16:46:19;A136;16:46:28;9;0
2016/03/07;17:01:10;A137;17:01:30;7;0
2016/03/07;17:01:23;A138;17:01:40;9;0
2016/03/07;17:02:35;A139;17:02:53;10;0
2016/03/07;17:12:04;A140;17:12:11;7;0
2016/03/07;17:21:31;A141;17:21:41;6;0
2016/03/07;17:24:35;A142;17:24:51;5;0
2016/03/07;17:27:50;A143;17:27:59;8;0
2016/03/07;17:28:48;E004;17:28:59;16;0
2016/03/07;17:30:22;A144;17:30:38;5;0
2016/03/07;17:33:45;A145;17:33:51;5;0
2016/03/07;17:36:29;A146;17:36:38;9;0
2016/03/07;17:37:44;A147;17:37:58;8;0
2016/03/07;17:37:46;A148;17:38:06;7;0
2016/03/07;17:38:11;A149;17:39:07;10;0
2016/03/07;17:40:28;A150;17:40:39;7;0
2016/03/07;17:42:25;A151;17:42:30;8;0
2016/03/07;17:44:14;A152;17:44:18;5;0
2016/03/07;17:45:10;A153;17:45:21;6;0
2016/03/07;17:49:22;A154;17:49:30;5;0
2016/03/07;17:49:35;A155;17:49:40;8;0
2016/03/07;17:50:55;A156;17:51:07;8;0
2016/03/07;17:58:46;A157;17:58:50;10;0
2016/03/07;18:07:26;A158;18:07:36;5;0
2016/03/07;18:08:58;A159;18:09:06;10;0
2016/03/07;18:10:47;A160;18:10:55;8;0
2016/03/07;18:13:06;A161;18:13:22;6;0
2016/03/07;18:14:18;A162;18:14:44;6;0
2016/03/07;18:14:54;A163;18:14:59;5;0
2016/03/07;18:14:59;A164;18:15:04;9;0
2016/03/07;18:15:24;A165;18:15:56;10;0
2016/03/07;18:15:56;A166;18:16:16;9;0
2016/03/07;18:16:02;A167;18:16:22;4;0
2016/03/07;18:16:10;A168;18:16:24;10;0
2016/03/07;18:16:49;A169;18:17:37;3;0
2016/03/07;18:16:59;A170;18:18:24;7;1
2016/03/07;18:18:31;A171;18:19:07;10;0
2016/03/07;18:21:24;A172;18:21:37;5;0
2016/03/07;18:22:41;A173;18:22:54;4;0
2016/03/07;18:23:06;A174;18:23:26;6;0
2016/03/07;18:24:33;A175;18:24:46;3;0
2016/03/07;18:25:43;A176;18:25:49;4;0
2016/03/07;18:25:52;A177;18:25:58;9;0
2016/03/07;18:27:27;A178;18:27:32;10;0
2016/03/07;18:27:39;A179;18:27:46;5;0
2016/03/07;18:28:09;A180;18:28:21;5;0
2016/03/07;18:28:42;A181;18:29:31;6;0
2016/03/07;18:30:43;A182;18:31:27;7;0
2016/03/07;18:32:06;A183;18:32:27;5;0
2016/03/07;18:32:55;A184;18:33:08;10;0
2016/03/07;18:33:21;A185;18:33:25;4;0
2016/03/07;18:34:26;A186;18:35:09;9;0
2016/03/07;18:34:45;A187;18:35:22;4;0
2016/03/07;18:34:51;A188;18:35:27;3;0
2016/03/07;18:35:58;A189;18:36:58;4;1
2016/03/07;18:36:31;A190;18:37:46;4;1
2016/03/07;18:37:04;A191;18:38:06;3;1
2016/03/07;18:38:15;A192;18:38:30;10;0
2016/03/07;18:41:16;A193;18:41:30;10;0
2016/03/07;18:41:37;A194;18:43:17;4;1
2016/03/07;18:42:04;A195;18:43:28;8;1
2016/03/07;18:42:26;A196;18:43:40;8;1
2016/03/07;18:42:38;A197;18:44:00;3;1
2016/03/07;18:43:16;A198;18:44:23;10;1
2016/03/07;18:44:31;A199;18:45:58;8;1
2016/03/07;18:46:28;A200;18:47:06;4;0
2016/03/07;18:47:33;A201;18:48:05;5;0
2016/03/07;18:47:41;A202;18:48:34;10;0
2016/03/07;18:48:00;E005;18:49:11;16;1
2016/03/07;18:48:45;A203;18:50:40;6;1
2016/03/07;18:49:16;A204;18:50:46;4;1
2016/03/07;18:49:47;A205;18:53:02;9;3
2016/03/07;18:50:20;A206;18:53:58;9;3
2016/03/07;18:50:59;A207;18:54:15;4;3
2016/03/07;18:51:32;A208;18:54:37;6;3
2016/03/07;18:52:27;A209;18:55:13;8;2
2016/03/07;18:52:51;A210;18:56:17;8;3
2016/03/07;18:53:09;E006;18:54:04;3;0
2016/03/07;18:53:43;A211;18:57:20;10;3
2016/03/07;18:53:48;A212;18:57:47;10;3
2016/03/07;18:53:55;A213;18:58:26;8;4
2016/03/07;18:54:09;A214;18:58:57;3;4
2016/03/07;18:55:03;A215;18:59:38;3;4
2016/03/07;18:56:09;A216;18:59:59;3;3
2016/03/07;18:56:33;A217;19:00:01;4;3
2016/03/07;18:56:44;A218;19:00:17;8;3
2016/03/07;18:56:49;A219;19:00:31;8;3
2016/03/07;18:56:56;A220;19:01:50;3;4
2016/03/07;18:58:06;A221;19:01:59;7;3
2016/03/07;18:58:14;A222;19:02:14;6;4
2016/03/07;18:58:32;A223;19:02:38;5;4
2016/03/07;18:58:43;A224;19:02:49;4;4
2016/03/07;18:59:41;A225;19:02:50;8;3
2016/03/07;18:59:46;A226;19:02:52;10;3
2016/03/07;18:59:50;A227;19:03:05;5;3
2016/03/07;19:00:16;A228;19:03:49;8;3
2016/03/07;19:01:15;A229;19:03:56;10;2
2016/03/07;19:01:24;A230;19:04:07;10;2
2016/03/07;19:01:59;A231;19:04:47;8;2
2016/03/07;19:02:08;A232;19:05:09;8;3
2016/03/07;19:02:14;A233;19:06:14;4;4
2016/03/07;19:03:16;A234;19:07:13;4;3
2016/03/07;19:04:03;A235;19:07:24;6;3
2016/03/07;19:04:33;A236;19:08:16;4;3
2016/03/07;19:04:39;A237;19:08:38;3;3
2016/03/07;19:05:28;A238;19:08:50;3;3
2016/03/07;19:05:50;A239;19:10:47;9;4
2016/03/07;19:06:09;A240;19:10:55;3;4
2016/03/07;19:06:51;A241;19:11:14;9;4
2016/03/07;19:07:54;A242;19:11:45;10;3
2016/03/07;19:08:17;A243;19:12:04;6;3
2016/03/07;19:08:23;A244;19:12:23;8;4
2016/03/07;19:08:32;A245;19:12:35;7;4
2016/03/07;19:09:59;A246;19:12:53;7;2
2016/03/07;19:10:28;A247;19:12:53;10;2
2016/03/07;19:11:17;A248;19:13:12;6;1
2016/03/07;19:11:22;A249;19:13:14;8;1
2016/03/07;19:12:00;A250;19:15:04;8;3
2016/03/07;19:13:07;A251;19:15:14;9;2
2016/03/07;19:13:17;E007;19:13:36;16;0
2016/03/07;19:16:26;A252;19:16:38;3;0
2016/03/07;19:18:18;A253;19:19:41;5;1
2016/03/07;19:18:59;E008;19:28:39;16;9
2016/03/07;19:19:54;EP001;19:19:56;16;0
2016/03/07;19:20:37;A254;19:20:57;8;0
2016/03/07;19:21:25;A255;19:21:57;8;0
2016/03/07;19:21:50;A256;19:23:14;4;1
2016/03/07;19:22:13;A257;19:23:49;9;1
2016/03/07;19:25:53;A258;19:25:58;5;0
2016/03/07;19:25:58;A259;19:26:21;9;0
2016/03/07;19:28:21;A260;19:28:25;5;0
2016/03/07;19:28:54;A261;19:30:00;10;1
2016/03/07;19:35:24;A262;19:35:55;8;0
2016/03/07;19:35:27;A263;19:35:58;7;0
2016/03/07;19:41:34;A264;19:41:47;6;0
2016/03/07;19:43:55;E009;19:43:59;16;0
2016/03/07;19:45:07;A265;19:45:13;7;0
2016/03/07;19:51:10;A266;19:51:21;9;0
2016/03/07;19:51:34;E010;19:53:22;16;1
2016/03/07;19:51:45;E011;19:53:35;16;1
2016/03/07;19:54:28;A267;19:54:38;4;0
2016/03/07;19:54:44;A268;19:54:48;8;0
2016/03/07;19:55:04;A269;19:55:14;6;0
2016/03/07;19:56:58;A270;19:57:08;4;0
2016/03/07;19:58:01;A271;19:58:25;9;0
2016/03/07;19:59:22;A272;19:59:29;5;0
2016/03/07;19:59:42;A273;20:00:13;8;0
2016/03/07;20:02:19;A274;20:02:29;7;0
2016/03/07;20:03:44;A275;20:04:57;6;1
2016/03/07;20:04:41;A276;20:04:58;7;0
2016/03/07;20:07:19;A277;20:07:38;10;0
2016/03/07;20:07:42;E012;20:17:54;6;10
2016/03/07;20:08:12;A278;20:08:36;9;0
2016/03/07;20:08:26;A279;20:08:44;10;0
2016/03/07;20:08:55;A280;20:09:26;9;0
2016/03/07;20:09:19;A281;20:09:30;10;0
2016/03/07;20:09:32;E013;20:22:04;8;12
2016/03/07;20:10:21;E014;20:27:43;16;17
2016/03/07;20:10:27;A282;20:10:54;9;0
2016/03/07;20:10:32;A283;20:11:03;7;0
2016/03/07;20:10:34;A284;20:12:00;10;1
2016/03/07;20:10:39;A285;20:12:06;4;1
2016/03/07;20:14:21;A286;20:14:47;4;0
2016/03/07;20:18:04;A287;20:18:14;5;0
2016/03/07;20:18:30;E015;20:28:03;16;9
2016/03/07;20:18:38;A288;20:18:53;5;0
2016/03/07;20:20:03;A289;20:21:02;3;0
2016/03/07;20:22:26;A290;20:23:42;10;1
2016/03/07;20:22:47;A291;20:25:17;5;2
2016/03/07;20:23:05;A292;20:25:21;8;2
2016/03/07;20:23:52;A293;20:26:13;3;2
2016/03/07;20:24:32;A294;20:26:44;3;2
2016/03/07;20:25:54;A295;20:27:12;6;1
2016/03/07;20:26:07;A296;20:28:56;4;2
2016/03/07;20:31:13;A297;20:31:27;7;0
2016/03/07;20:33:09;A298;20:33:21;4;0
2016/03/07;20:33:16;E016;20:38:01;16;4
2016/03/07;20:33:23;A299;20:34:10;4;0
2016/03/07;20:33:49;A300;20:35:23;9;1
2016/03/07;20:37:00;A301;20:37:33;6;0
2016/03/07;20:38:40;A302;20:39:01;9;0
2016/03/07;20:38:48;A303;20:40:04;4;1
2016/03/07;20:39:04;A304;20:41:33;10;2
2016/03/07;20:41:08;A305;20:41:57;9;0
2016/03/07;20:41:44;A306;20:43:25;5;1
2016/03/07;20:41:56;A307;20:43:26;4;1
2016/03/07;20:42:13;A308;20:43:28;9;1
2016/03/07;20:42:49;A309;20:43:30;6;0
2016/03/07;20:42:58;A310;20:43:41;6;0
2016/03/07;20:43:06;A311;20:45:15;7;2
2016/03/07;20:44:33;A312;20:46:01;6;1
2016/03/07;20:44:47;A313;20:46:10;4;1
2016/03/07;20:45:40;A314;20:46:43;10;1
2016/03/07;20:45:50;A315;20:46:47;4;0
2016/03/07;20:45:57;A316;20:47:00;7;1
2016/03/07;20:46:23;A317;20:47:14;4;0
2016/03/07;20:47:10;A318;20:47:30;8;0
2016/03/07;20:47:35;A319;20:48:02;5;0
2016/03/07;20:47:48;A320;20:48:05;9;0
2016/03/07;20:47:55;A321;20:48:49;8;0
2016/03/07;20:48:16;A322;20:49:42;5;1
2016/03/07;20:48:51;A323;20:51:04;5;2
2016/03/07;20:48:53;A324;20:51:16;9;2
2016/03/07;20:50:06;A325;20:51:37;9;1
2016/03/07;20:50:11;A326;20:51:38;7;1
2016/03/07;20:50:37;E017;21:00:08;16;9
2016/03/07;20:50:43;A327;20:53:40;6;2
2016/03/07;20:50:49;A328;20:54:34;10;3
2016/03/07;20:51:45;A329;20:54:41;6;2
2016/03/07;20:51:55;A330;20:55:17;3;3
2016/03/07;20:52:00;A331;20:55:21;9;3
2016/03/07;20:52:06;A332;20:55:33;4;3
2016/03/07;20:52:10;A333;20:55:53;4;3
2016/03/07;20:52:15;A334;20:55:53;8;3
2016/03/07;20:52:20;A335;20:56:12;10;3
2016/03/07;20:52:32;A336;20:56:27;10;3
2016/03/07;20:53:06;A337;20:56:34;7;3
2016/03/07;20:53:10;A338;20:57:07;5;3
2016/03/07;20:53:21;A339;20:57:25;7;4
2016/03/07;20:53:31;A340;20:57:32;5;4
2016/03/07;20:54:11;A341;20:57:46;5;3
2016/03/07;20:54:18;A342;20:58:10;4;3
2016/03/07;20:54:27;A343;20:58:19;7;3
2016/03/07;20:54:36;A344;20:58:38;9;4
2016/03/07;20:55:43;E018;21:08:36;16;12
2016/03/07;20:55:50;A345;20:58:57;9;3
2016/03/07;20:55:56;A346;20:59:06;3;3
2016/03/07;20:56:24;A347;20:59:38;10;3
2016/03/07;20:59:21;A348;20:59:50;16;0
2016/03/07;21:00:39;A349;21:01:11;7;0
2016/03/07;21:00:45;A350;21:01:19;4;0
2016/03/07;21:01:10;E019;21:09:10;16;8
2016/03/07;21:01:42;A351;21:01:50;8;0
2016/03/07;21:04:37;A352;21:04:55;8;0
2016/03/07;21:04:49;A353;21:05:09;8;0
2016/03/07;21:05:32;A354;21:06:20;6;0
2016/03/07;21:05:57;A355;21:06:27;9;0
2016/03/07;21:08:22;E020;21:14:01;16;5
2016/03/07;21:08:41;A356;21:08:42;9;0
2016/03/07;21:09:14;A357;21:09:35;4;0
2016/03/07;21:13:45;A358;21:14:05;7;0
2016/03/07;21:14:00;A359;21:14:12;8;0
2016/03/07;21:14:41;A360;21:15:19;10;0
2016/03/07;21:18:08;A361;21:21:59;8;3
2016/03/07;21:20:02;A362;21:22:21;8;2
2016/03/07;21:21:01;A363;21:22:34;8;1
2016/03/07;21:21:05;A364;21:23:12;6;2
2016/03/07;21:22:16;A365;21:23:55;4;1
2016/03/07;21:26:19;A366;21:27:06;8;0
2016/03/07;21:28:15;A367;21:28:46;4;0
2016/03/07;21:29:03;A368;21:29:07;5;0
2016/03/07;21:29:14;A369;21:31:11;7;1
2016/03/07;21:32:33;A370;21:33:54;4;1
2016/03/07;21:33:38;A371;21:34:12;4;0
2016/03/07;21:33:45;A372;21:35:00;4;1
2016/03/07;21:33:50;A373;21:35:04;4;1
2016/03/07;21:33:53;A374;21:35:06;4;1
2016/03/07;21:33:55;A375;21:35:08;4;1
2016/03/07;21:39:13;A376;21:39:30;10;0
2016/03/07;21:41:15;A377;21:41:28;5;0
2016/03/07;21:42:37;A378;21:42:53;10;0
2016/03/07;21:42:44;A379;21:43:04;7;0
2016/03/07;21:46:38;A380;21:46:55;6;0
2016/03/07;21:46:43;A381;21:46:56;7;0
2016/03/07;21:46:49;A382;21:47:29;9;0
2016/03/07;21:47:20;A383;21:47:40;7;0
2016/03/07;21:48:31;A384;21:49:33;5;1
2016/03/07;21:51:09;A385;21:51:35;4;0
2016/03/07;21:54:16;A386;21:54:23;7;0
2016/03/07;21:54:47;A387;21:55:06;10;0
2016/03/07;21:56:13;A388;21:56:17;5;0
2016/03/07;21:57:11;A389;21:57:22;9;0
2016/03/07;21:57:52;A390;21:58:04;7;0
2016/03/07;21:58:11;A391;21:58:15;10;0
2016/03/07;21:59:53;A392;22:00:01;6;0
2016/03/07;21:59:59;A393;22:00:29;5;0
2016/03/07;22:01:24;A394;22:01:32;5;0
2016/03/07;22:01:40;A395;22:01:47;9;0
2016/03/07;22:04:33;A396;22:04:38;7;0
2016/03/07;22:05:09;A397;22:05:13;10;0
2016/03/07;22:06:47;A398;22:06:51;9;0
2016/03/07;22:08:01;A399;22:08:13;10;0
2016/03/07;22:10:02;A400;22:10:21;6;0
2016/03/07;22:14:28;A401;22:15:07;5;0
2016/03/07;22:18:37;A402;22:18:49;8;0
2016/03/07;22:20:15;A403;22:20:19;7;0
2016/03/08;08:00:13;A001;08:00:30;2;0
2016/03/08;08:00:53;A002;08:01:39;4;0
2016/03/08;08:01:00;A003;08:01:42;2;0
2016/03/08;08:04:17;A004;08:04:41;2;0
2016/03/08;08:11:57;A005;08:11:58;4;0
2016/03/08;08:13:06;A006;08:13:11;2;0
2016/03/08;08:13:12;A007;08:18:46;2;5
2016/03/08;08:14:19;A008;08:19:02;4;4
2016/03/08;08:17:44;A009;08:20:26;2;2
2016/03/08;08:20:05;A010;08:22:37;2;2
2016/03/08;08:23:01;A011;08:23:25;4;0
2016/03/08;08:28:29;A012;08:28:31;4;0
2016/03/08;08:40:17;A013;08:40:36;2;0
2016/03/08;09:00:27;A014;09:01:18;2;0
2016/03/08;09:01:12;A015;09:01:20;4;0
2016/03/08;09:07:58;A016;09:08:04;4;0
2016/03/08;09:10:43;A017;09:11:12;2;0
2016/03/08;09:26:53;A018;09:26:56;2;0
2016/03/08;09:26:58;A019;09:27:05;4;0
2016/03/08;09:44:24;A020;09:44:28;4;0
2016/03/08;09:47:21;A021;09:47:26;2;0
2016/03/08;09:47:27;A022;09:49:34;4;2
2016/03/08;09:47:33;A023;09:53:00;4;5
2016/03/08;09:47:40;A024;09:53:08;4;5
2016/03/08;09:54:24;A025;09:54:41;2;0
2016/03/08;09:54:35;A026;09:56:54;2;2
2016/03/08;09:54:41;A027;10:01:10;2;6
2016/03/08;09:54:48;A028;10:02:47;2;7
2016/03/08;09:58:18;A029;10:11:58;4;13
2016/03/08;09:58:28;A030;10:12:04;4;13
2016/03/08;09:59:08;A031;10:12:09;4;13
2016/03/08;09:59:15;A032;10:12:16;4;13
2016/03/08;10:00:52;A033;10:12:21;4;11
2016/03/08;10:00:57;A034;10:12:49;2;11
2016/03/08;10:06:16;A035;10:14:18;2;8
2016/03/08;10:06:43;A036;10:14:39;5;7
2016/03/08;10:07:10;A037;10:15:53;4;8
2016/03/08;10:08:01;A038;10:16:14;4;8
2016/03/08;10:09:21;A039;10:16:24;4;7
2016/03/08;10:09:32;A040;10:19:50;2;10
2016/03/08;10:09:35;A041;10:20:37;4;11
2016/03/08;10:09:41;A042;10:21:00;16;11
2016/03/08;10:12:22;A043;10:22:28;5;10
2016/03/08;10:13:33;A044;10:22:38;5;9
2016/03/08;10:14:12;A045;10:22:41;2;8
2016/03/08;10:14:45;A046;10:24:52;5;10
2016/03/08;10:15:58;A047;10:25:03;5;9
2016/03/08;10:16:40;A048;10:26:59;2;10
2016/03/08;10:17:02;A049;10:27:57;4;10
2016/03/08;10:17:44;A050;10:28:19;16;10
2016/03/08;10:20:27;A051;10:28:46;16;8
2016/03/08;10:27:38;A052;10:28:59;2;1
2016/03/08;10:30:42;A053;10:30:51;5;0
2016/03/08;10:40:10;A054;10:40:24;2;0
2016/03/08;10:57:50;A055;10:58:06;2;0
2016/03/08;11:01:44;A056;11:01:46;4;0
2016/03/08;11:12:07;A057;11:12:24;4;0
2016/03/08;11:25:08;A058;11:25:10;2;0
2016/03/08;11:31:43;A059;11:31:47;4;0
2016/03/08;11:31:51;A060;11:37:29;2;5
2016/03/08;11:34:28;A061;11:37:36;2;3
2016/03/08;11:39:01;A062;11:40:17;4;1
2016/03/08;11:40:19;A063;11:40:43;4;0
2016/03/08;11:45:50;A064;11:45:56;4;0
2016/03/08;11:47:21;A065;11:48:30;2;1
2016/03/08;11:48:46;A066;11:50:51;4;2
2016/03/08;11:53:11;A067;11:53:13;4;0
2016/03/08;12:59:55;A068;13:00:07;3;0
2016/03/08;13:04:23;A069;13:04:40;5;0
2016/03/08;13:06:18;A070;13:06:30;6;0
2016/03/08;13:13:32;A071;13:13:35;1;0
2016/03/08;13:23:00;E001;13:23:32;2;0
2016/03/08;13:24:46;A072;13:24:50;3;0
2016/03/08;13:26:23;A073;13:26:52;3;0
2016/03/08;13:30:40;A074;13:30:43;1;0
2016/03/08;13:32:44;A075;13:33:23;1;0
2016/03/08;13:36:14;A076;13:36:39;6;0
2016/03/08;13:52:50;A077;13:52:52;1;0
2016/03/08;13:56:31;A078;13:56:32;1;0
2016/03/08;14:03:33;A079;14:03:36;1;0
2016/03/08;14:03:42;A080;14:03:43;5;0
2016/03/08;14:11:34;A081;14:11:49;1;0
2016/03/08;14:21:32;A082;14:21:45;1;0
2016/03/08;14:26:18;A083;14:26:20;1;0
2016/03/08;14:39:06;A084;14:39:13;6;0
2016/03/08;14:40:50;A085;14:41:14;3;0
2016/03/08;14:44:05;AP001;14:45:01;3;0
2016/03/08;14:49:49;A086;14:50:03;5;0
2016/03/08;14:53:23;A087;14:53:35;2;0
2016/03/08;14:57:21;A088;14:57:23;5;0
2016/03/08;14:58:41;A089;14:58:58;2;0
2016/03/08;14:58:51;E002;15:14:29;1;15
2016/03/08;14:58:54;A090;14:59:33;1;0
2016/03/08;15:08:19;A091;15:08:37;5;0
2016/03/08;15:10:00;A092;15:11:44;5;1
2016/03/08;15:10:40;A093;15:12:15;6;1
2016/03/08;15:11:21;A094;15:13:08;5;1
2016/03/08;15:20:16;A095;15:20:17;2;0
2016/03/08;15:23:20;A096;15:23:23;1;0
2016/03/08;15:28:49;E003;15:28:59;16;0
2016/03/08;15:56:58;A097;15:57:09;1;0
2016/03/08;16:06:09;A098;16:06:13;1;0
2016/03/08;16:14:36;A099;16:14:40;2;0
2016/03/08;16:15:04;A100;16:15:08;5;0
2016/03/08;16:18:16;A101;16:18:19;1;0
2016/03/08;16:18:25;A102;16:18:57;3;0
2016/03/08;16:21:18;A103;16:21:38;1;0
2016/03/08;16:25:06;A104;16:25:35;3;0
2016/03/08;16:37:58;A105;16:38:09;10;0
2016/03/08;16:53:25;A106;16:53:41;3;0
2016/03/08;16:54:54;A107;16:55:01;8;0
2016/03/08;16:55:09;A108;16:55:16;10;0
2016/03/08;16:57:10;A109;16:57:44;8;0
2016/03/08;16:59:05;A110;16:59:37;5;0
2016/03/08;17:03:19;A111;17:05:57;7;2
2016/03/08;17:03:36;A112;17:07:17;10;3
2016/03/08;17:06:44;A113;17:07:25;8;0
2016/03/08;17:06:50;A114;17:07:30;9;0
2016/03/08;17:10:37;A115;17:10:43;8;0
2016/03/08;17:15:49;A116;17:15:52;3;0
2016/03/08;17:19:24;A117;17:19:35;5;0
2016/03/08;17:28:33;A118;17:28:56;10;0
2016/03/08;17:35:07;A119;17:35:20;9;0
2016/03/08;17:43:23;A120;17:43:27;7;0
2016/03/08;17:49:33;A121;17:49:39;10;0
2016/03/08;17:52:14;A122;17:52:17;7;0
2016/03/08;17:53:27;A123;17:53:31;8;0
2016/03/08;17:54:38;A124;17:54:43;10;0
2016/03/08;17:56:35;A125;17:56:55;5;0
2016/03/08;18:01:58;A126;18:02:02;7;0
2016/03/08;18:09:58;E004;18:10:25;16;0
2016/03/08;18:10:06;A127;18:10:10;10;0
2016/03/08;18:10:26;A128;18:10:30;9;0
2016/03/08;18:11:40;A129;18:11:45;7;0
2016/03/08;18:12:35;A130;18:12:40;9;0
2016/03/08;18:13:54;A131;18:14:07;9;0
2016/03/08;18:14:36;A132;18:15:27;7;0
2016/03/08;18:15:34;A133;18:17:32;9;1
2016/03/08;18:16:44;A134;18:18:10;6;1
2016/03/08;18:18:09;A135;18:18:24;9;0
2016/03/08;18:21:24;A136;18:21:38;9;0
2016/03/08;18:23:53;A137;18:24:10;9;0
2016/03/08;18:24:10;A138;18:24:31;5;0
2016/03/08;18:25:34;A139;18:25:40;6;0
2016/03/08;18:26:06;A140;18:26:38;9;0
2016/03/08;18:26:54;A141;18:27:07;10;0
2016/03/08;18:28:02;A142;18:29:05;8;1
2016/03/08;18:29:20;EP001;18:40:26;16;11
2016/03/08;18:29:24;A143;18:31:11;6;1
2016/03/08;18:30:35;A144;18:31:23;8;0
2016/03/08;18:31:34;A145;18:31:40;3;0
2016/03/08;18:31:57;A146;18:32:03;7;0
2016/03/08;18:32:05;A147;18:32:18;10;0
2016/03/08;18:33:04;A148;18:33:31;9;0
2016/03/08;18:33:19;A149;18:34:27;8;1
2016/03/08;18:34:16;A150;18:35:28;5;1
2016/03/08;18:35:27;A151;18:35:37;9;0
2016/03/08;18:36:09;A152;18:36:19;6;0
2016/03/08;18:36:51;A153;18:37:01;3;0
2016/03/08;18:36:56;A154;18:40:44;3;3
2016/03/08;18:37:31;A155;18:40:53;9;3
2016/03/08;18:38:04;A156;18:41:33;10;3
2016/03/08;18:40:20;A157;18:43:44;6;3
2016/03/08;18:41:40;A158;18:44:51;8;3
2016/03/08;18:41:58;A159;18:45:26;3;3
2016/03/08;18:42:44;A160;18:47:28;9;4
2016/03/08;18:43:15;A161;18:48:09;6;4
2016/03/08;18:43:31;A162;18:48:41;9;5
2016/03/08;18:43:59;A163;18:50:22;9;6
2016/03/08;18:44:08;A164;18:52:50;2;8
2016/03/08;18:45:45;E005;18:48:33;16;2
2016/03/08;18:46:27;A165;18:54:54;10;8
2016/03/08;18:48:16;A166;18:55:12;9;6
2016/03/08;18:49:25;A167;18:56:07;9;6
2016/03/08;18:50:54;A168;18:57:25;3;6
2016/03/08;18:51:52;A169;18:57:41;10;5
2016/03/08;18:53:36;A170;18:58:00;8;4
2016/03/08;18:53:45;E006;18:58:48;16;5
2016/03/08;18:54:21;A171;18:59:28;9;5
2016/03/08;18:55:36;A172;19:00:25;9;4
2016/03/08;18:57:37;A173;19:00:39;9;3
2016/03/08;18:58:15;A174;19:01:30;7;3
2016/03/08;18:58:54;A175;19:01:32;9;2
2016/03/08;18:59:04;A176;19:01:51;7;2
2016/03/08;18:59:29;A177;19:02:22;9;2
2016/03/08;18:59:34;A178;19:02:27;9;2
2016/03/08;19:00:31;A179;19:03:14;6;2
2016/03/08;19:01:04;A180;19:04:03;6;2
2016/03/08;19:02:57;A181;19:04:21;6;1
2016/03/08;19:03:17;A182;19:04:38;5;1
2016/03/08;19:03:45;A183;19:04:55;3;1
2016/03/08;19:04:12;A184;19:06:09;7;1
2016/03/08;19:05:06;A185;19:06:49;7;1
2016/03/08;19:05:28;A186;19:07:06;9;1
2016/03/08;19:05:32;A187;19:07:22;7;1
2016/03/08;19:05:37;A188;19:07:25;6;1
2016/03/08;19:06:27;A189;19:08:03;6;1
2016/03/08;19:07:00;A190;19:09:01;8;2
2016/03/08;19:07:06;A191;19:09:31;10;2
2016/03/08;19:07:16;A192;19:10:18;6;3
2016/03/08;19:07:32;A193;19:10:31;8;2
2016/03/08;19:07:51;A194;19:10:36;7;2
2016/03/08;19:08:26;A195;19:10:39;9;2
2016/03/08;19:09:12;A196;19:10:43;8;1
2016/03/08;19:09:36;A197;19:10:51;9;1
2016/03/08;19:09:50;A198;19:11:13;3;1
2016/03/08;19:09:54;A199;19:11:36;9;1
2016/03/08;19:10:57;A200;19:11:59;7;1
2016/03/08;19:11:24;A201;19:12:29;7;1
2016/03/08;19:11:48;A202;19:13:04;9;1
2016/03/08;19:12:01;A203;19:13:10;4;1
2016/03/08;19:14:43;A204;19:15:01;3;0
2016/03/08;19:15:02;A205;19:15:18;10;0
2016/03/08;19:15:16;A206;19:17:29;7;2
2016/03/08;19:15:20;A207;19:18:14;7;2
2016/03/08;19:18:09;A208;19:18:24;3;0
2016/03/08;19:18:55;A209;19:19:03;7;0
2016/03/08;19:20:53;A210;19:21:31;9;0
2016/03/08;19:21:04;A211;19:21:36;5;0
2016/03/08;19:21:07;A212;19:22:12;10;1
2016/03/08;19:21:19;A213;19:23:11;3;1
2016/03/08;19:22:27;A214;19:23:14;8;0
2016/03/08;19:22:38;A215;19:23:43;8;1
2016/03/08;19:23:42;A216;19:24:10;4;0
2016/03/08;19:25:09;A217;19:25:17;5;0
2016/03/08;19:26:17;E007;19:28:48;3;2
2016/03/08;19:26:22;A218;19:26:32;9;0
2016/03/08;19:26:27;A219;19:26:36;5;0
2016/03/08;19:26:46;A220;19:27:05;3;0
2016/03/08;19:27:20;A221;19:27:38;5;0
2016/03/08;19:28:18;A222;19:28:24;9;0
2016/03/08;19:29:48;A223;19:30:16;10;0
2016/03/08;19:30:27;A224;19:30:54;3;0
2016/03/08;19:33:58;A225;19:34:21;5;0
2016/03/08;19:35:37;A226;19:35:55;7;0
2016/03/08;19:35:43;A227;19:36:40;5;0
2016/03/08;19:37:03;A228;19:37:33;5;0
2016/03/08;19:39:17;A229;19:39:29;10;0
2016/03/08;19:44:56;A230;19:45:07;10;0
2016/03/08;19:46:24;A231;19:46:37;5;0
2016/03/08;19:47:17;A232;19:47:27;8;0
2016/03/08;19:47:58;A233;19:48:09;5;0
2016/03/08;19:49:12;A234;19:49:28;5;0
2016/03/08;19:49:41;A235;19:49:55;7;0
